1731255444.138824,236.71124237224717,270.0,33.28875762775283
1731255504.169497,103.56520878091511,135.0,31.434791219084886
1731255564.190418,121.58137266933188,113.0,8.581372669331884
1731255624.206656,158.3490236300328,94.0,64.3490236300328
1731255684.228214,92.68775339240395,115.0,22.31224660759605
1731255744.248785,182.64669448014072,164.0,18.646694480140724
1731255804.265143,61.91745607289509,43.0,18.917456072895092
1731255864.296937,79.93929115905644,98.0,18.060708840943562
1731255924.316595,197.04595872817097,131.0,66.04595872817097
1731255984.338438,68.07109214879472,75.0,6.928907851205281
1731256044.360832,191.53507677898565,122.0,69.53507677898565
1731256104.381375,116.18374385594583,79.0,37.183743855945835
1731256164.404322,129.8425947641542,67.0,62.8425947641542
1731256224.42039,251.35787504309374,275.0,23.642124956906258
1731256284.439129,131.08564973096998,74.0,57.085649730969976
1731256344.454661,180.13119806631482,217.0,36.86880193368518
1731256404.472221,187.166789277737,164.0,23.166789277736996
1731256464.492695,182.64669448014072,164.0,18.646694480140724
1731256524.513618,187.18518671300262,175.0,12.185186713002622
1731256584.535234,115.86775938785144,89.0,26.867759387851436
1731256644.556913,140.022576097366,219.0,78.977423902634
1731256704.575827,187.18518671300262,175.0,12.185186713002622
1731256764.595236,155.66997186693214,144.0,11.669971866932144
1731256824.612264,140.41873717359746,187.0,46.581262826402536
1731256884.632868,132.175618882606,148.0,15.824381117394012
1731256944.651718,157.92323491051735,198.0,40.07676508948265
1731257004.667412,121.34323817635367,71.0,50.343238176353665
1731257064.688589,97.79557804124121,31.0,66.79557804124121
1731257124.712623,150.50948202984713,197.0,46.490517970152865
1731257184.733964,166.8224015018536,252.0,85.17759849814641
1731257244.760449,203.0562833697471,150.0,53.05628336974709
1731257304.788349,61.91745607289509,43.0,18.917456072895092
1731257364.818933,153.0424004672249,134.0,19.042400467224894
1731257424.840642,110.07273590446452,97.0,13.072735904464523
1731257484.867375,228.664421229978,128.0,100.66442122997799
1731257544.884181,189.1919907507226,283.0,93.8080092492774
1731257604.904928,110.07273590446452,97.0,13.072735904464523
1731257664.949883,191.89112987172945,241.0,49.10887012827055
1731257724.973391,74.6761245641992,104.0,29.3238754358008
1731257784.996121,221.07802261365345,259.0,37.921977386346555
1731257845.02043,79.05271657222744,80.0,0.947283427772561
1731257905.043519,151.24730648245344,200.0,48.75269351754656
1731257965.06238,107.40791224077631,90.0,17.407912240776312
1731258025.082812,147.72007505052477,202.0,54.27992494947523
1731258085.104994,93.67244614539979,54.0,39.67244614539979
1731258145.124122,114.14481794014834,88.0,26.144817940148343
1731258205.147265,283.6355672939131,281.0,2.635567293913084
1731258265.170301,257.23393439070924,242.0,15.233934390709237
1731258325.188235,223.08013577465823,225.0,1.9198642253417688
1731258385.210479,177.2721604731096,90.0,87.27216047310961
